Trace_1_1_15_2,  6.461381420E+04, 17:56:53.814
"Index", "Time[s]"       , "Vmon[V]"       
   1619,  1.619000000E-01, -8.143959194E-02
   1620,  1.620000000E-01, -8.197024465E-02
   1621,  1.621000000E-01, -8.181416988E-02
   1622,  1.622000000E-01, -8.147080243E-02
   1623,  1.623000000E-01, -8.178295195E-02
   1624,  1.624000000E-01, -8.172052354E-02
   1625,  1.625000000E-01, -8.165809512E-02
   1626,  1.626000000E-01, -8.178295195E-02
   1627,  1.627000000E-01, -8.178295195E-02
   1628,  1.628000000E-01, -8.162687719E-02
   1629,  1.629000000E-01, -8.156444877E-02
   1630,  1.630000000E-01, -8.181416988E-02
   1631,  1.631000000E-01, -8.147080243E-02
   1632,  1.632000000E-01, -8.147080243E-02
   1633,  1.633000000E-01, -8.193902671E-02
   1634,  1.634000000E-01, -8.172052354E-02
   1635,  1.635000000E-01, -8.162687719E-02
   1636,  1.636000000E-01, -8.165809512E-02
   1637,  1.637000000E-01, -8.178295195E-02
   1638,  1.638000000E-01, -8.125229925E-02
   1639,  1.639000000E-01, -8.165809512E-02
   1640,  1.640000000E-01, -8.165809512E-02
   1641,  1.641000000E-01, -8.168931305E-02
   1642,  1.642000000E-01, -8.168931305E-02
   1643,  1.643000000E-01, -8.168931305E-02
   1644,  1.644000000E-01, -8.162687719E-02
   1645,  1.645000000E-01, -8.147080243E-02
   1646,  1.646000000E-01, -8.193902671E-02
   1647,  1.647000000E-01, -8.143959194E-02
   1648,  1.648000000E-01, -8.175174147E-02
   1649,  1.649000000E-01, -8.159566671E-02
   1650,  1.650000000E-01, -8.156444877E-02
   1651,  1.651000000E-01, -8.178295195E-02
   1652,  1.652000000E-01, -8.147080243E-02
   1653,  1.653000000E-01, -8.193902671E-02
   1654,  1.654000000E-01, -8.162687719E-02
   1655,  1.655000000E-01, -8.181416988E-02
   1656,  1.656000000E-01, -8.137716353E-02
   1657,  1.657000000E-01, -8.162687719E-02
   1658,  1.658000000E-01, -8.193902671E-02
   1659,  1.659000000E-01, -8.143959194E-02
   1660,  1.660000000E-01, -8.190781623E-02
   1661,  1.661000000E-01, -8.156444877E-02
   1662,  1.662000000E-01, -8.168931305E-02
   1663,  1.663000000E-01, -8.153323829E-02
   1664,  1.664000000E-01, -8.172052354E-02
   1665,  1.665000000E-01, -8.147080243E-02
   1666,  1.666000000E-01, -8.150202036E-02
   1667,  1.667000000E-01, -8.203267306E-02
   1668,  1.668000000E-01, -8.137716353E-02
   1669,  1.669000000E-01, -8.193902671E-02
   1670,  1.670000000E-01, -8.165809512E-02
   1671,  1.671000000E-01, -8.181416988E-02
   1672,  1.672000000E-01, -8.165809512E-02
   1673,  1.673000000E-01, -8.159566671E-02
   1674,  1.674000000E-01, -8.168931305E-02
   1675,  1.675000000E-01, -8.156444877E-02
   1676,  1.676000000E-01, -8.197024465E-02
   1677,  1.677000000E-01, -8.156444877E-02
   1678,  1.678000000E-01, -8.165809512E-02
   1679,  1.679000000E-01, -8.153323829E-02
   1680,  1.680000000E-01, -8.172052354E-02
   1681,  1.681000000E-01, -8.156444877E-02
   1682,  1.682000000E-01, -8.175174147E-02
   1683,  1.683000000E-01, -8.175174147E-02
   1684,  1.684000000E-01, -8.140837401E-02
   1685,  1.685000000E-01, -8.178295195E-02
   1686,  1.686000000E-01, -8.159566671E-02
   1687,  1.687000000E-01, -8.153323829E-02
   1688,  1.688000000E-01, -8.184538782E-02
   1689,  1.689000000E-01, -8.168931305E-02
   1690,  1.690000000E-01, -8.159566671E-02
   1691,  1.691000000E-01, -8.159566671E-02
   1692,  1.692000000E-01, -8.168931305E-02
   1693,  1.693000000E-01, -8.162687719E-02
   1694,  1.694000000E-01, -8.143959194E-02
   1695,  1.695000000E-01, -8.168931305E-02
   1696,  1.696000000E-01, -8.175174147E-02
   1697,  1.697000000E-01, -8.153323829E-02
   1698,  1.698000000E-01, -8.162687719E-02
   1699,  1.699000000E-01, -8.175174147E-02
   1700,  1.700000000E-01, -8.137716353E-02
   1701,  1.701000000E-01, -8.168931305E-02
   1702,  1.702000000E-01, -8.175174147E-02
   1703,  1.703000000E-01, -8.137716353E-02
   1704,  1.704000000E-01, -8.165809512E-02
   1705,  1.705000000E-01, -8.190781623E-02
   1706,  1.706000000E-01, -8.168931305E-02
   1707,  1.707000000E-01, -8.159566671E-02
   1708,  1.708000000E-01, -8.175174147E-02
   1709,  1.709000000E-01, -8.168931305E-02
   1710,  1.710000000E-01, -8.168931305E-02
   1711,  1.711000000E-01, -8.153323829E-02
   1712,  1.712000000E-01, -8.187659830E-02
   1713,  1.713000000E-01, -8.140837401E-02
   1714,  1.714000000E-01, -8.159566671E-02
   1715,  1.715000000E-01, -8.165809512E-02
   1716,  1.716000000E-01, -8.140837401E-02
   1717,  1.717000000E-01, -8.175174147E-02
   1718,  1.718000000E-01, -8.159566671E-02
   1719,  1.719000000E-01, -8.159566671E-02
   1720,  1.720000000E-01, -8.128351718E-02
   1721,  1.721000000E-01, -8.178295195E-02
   1722,  1.722000000E-01, -8.143959194E-02
   1723,  1.723000000E-01, -8.153323829E-02
   1724,  1.724000000E-01, -8.150202036E-02
   1725,  1.725000000E-01, -8.137716353E-02
   1726,  1.726000000E-01, -8.165809512E-02
   1727,  1.727000000E-01, -8.172052354E-02
   1728,  1.728000000E-01, -8.181416988E-02
   1729,  1.729000000E-01, -8.128351718E-02
   1730,  1.730000000E-01, -8.212631941E-02
   1731,  1.731000000E-01, -8.165809512E-02
   1732,  1.732000000E-01, -8.150202036E-02
   1733,  1.733000000E-01, -8.193902671E-02
   1734,  1.734000000E-01, -8.147080243E-02
   1735,  1.735000000E-01, -8.162687719E-02
   1736,  1.736000000E-01, -8.159566671E-02
   1737,  1.737000000E-01, -8.193902671E-02
   1738,  1.738000000E-01, -8.150202036E-02
   1739,  1.739000000E-01, -8.165809512E-02
   1740,  1.740000000E-01, -8.162687719E-02
   1741,  1.741000000E-01, -8.143959194E-02
   1742,  1.742000000E-01, -8.203267306E-02
   1743,  1.743000000E-01, -8.147080243E-02
   1744,  1.744000000E-01, -8.175174147E-02
   1745,  1.745000000E-01, -8.162687719E-02
   1746,  1.746000000E-01, -8.172052354E-02
   1747,  1.747000000E-01, -8.153323829E-02
   1748,  1.748000000E-01, -8.181416988E-02
   1749,  1.749000000E-01, -8.178295195E-02
   1750,  1.750000000E-01, -8.143959194E-02
   1751,  1.751000000E-01, -8.203267306E-02
   1752,  1.752000000E-01, -8.156444877E-02
   1753,  1.753000000E-01, -8.131473511E-02
   1754,  1.754000000E-01, -8.162687719E-02
   1755,  1.755000000E-01, -8.178295195E-02
   1756,  1.756000000E-01, -8.147080243E-02
   1757,  1.757000000E-01, -8.143959194E-02
   1758,  1.758000000E-01, -8.178295195E-02
   1759,  1.759000000E-01, -8.140837401E-02
   1760,  1.760000000E-01, -8.162687719E-02
   1761,  1.761000000E-01, -8.168931305E-02
   1762,  1.762000000E-01, -8.168931305E-02
   1763,  1.763000000E-01, -8.181416988E-02
   1764,  1.764000000E-01, -8.190781623E-02
   1765,  1.765000000E-01, -8.172052354E-02
   1766,  1.766000000E-01, -8.162687719E-02
   1767,  1.767000000E-01, -8.181416988E-02
   1768,  1.768000000E-01, -8.162687719E-02
   1769,  1.769000000E-01, -8.153323829E-02
   1770,  1.770000000E-01, -8.175174147E-02
   1771,  1.771000000E-01, -8.172052354E-02
   1772,  1.772000000E-01, -8.159566671E-02
   1773,  1.773000000E-01, -8.147080243E-02
   1774,  1.774000000E-01, -8.168931305E-02
   1775,  1.775000000E-01, -8.165809512E-02
   1776,  1.776000000E-01, -8.162687719E-02
   1777,  1.777000000E-01, -8.165809512E-02
   1778,  1.778000000E-01, -8.172052354E-02
   1779,  1.779000000E-01, -8.156444877E-02
   1780,  1.780000000E-01, -8.175174147E-02
   1781,  1.781000000E-01, -8.153323829E-02
   1782,  1.782000000E-01, -8.159566671E-02
   1783,  1.783000000E-01, -8.172052354E-02
   1784,  1.784000000E-01, -8.162687719E-02
   1785,  1.785000000E-01, -8.168931305E-02
   1786,  1.786000000E-01, -8.143959194E-02
   1787,  1.787000000E-01, -8.209510148E-02
   1788,  1.788000000E-01, -8.137716353E-02
   1789,  1.789000000E-01, -8.168931305E-02
   1790,  1.790000000E-01, -8.165809512E-02
   1791,  1.791000000E-01, -8.156444877E-02
   1792,  1.792000000E-01, -8.159566671E-02
   1793,  1.793000000E-01, -8.172052354E-02
   1794,  1.794000000E-01, -8.175174147E-02
   1795,  1.795000000E-01, -8.131473511E-02
   1796,  1.796000000E-01, -8.181416988E-02
   1797,  1.797000000E-01, -8.150202036E-02
   1798,  1.798000000E-01, -8.172052354E-02
   1799,  1.799000000E-01, -8.178295195E-02
   1800,  1.800000000E-01, -8.172052354E-02
   1801,  1.801000000E-01, -8.175174147E-02
   1802,  1.802000000E-01, -8.162687719E-02
   1803,  1.803000000E-01, -8.190781623E-02
   1804,  1.804000000E-01, -8.156444877E-02
   1805,  1.805000000E-01, -8.178295195E-02
   1806,  1.806000000E-01, -8.168931305E-02
   1807,  1.807000000E-01, -8.150202036E-02
   1808,  1.808000000E-01, -8.168931305E-02
   1809,  1.809000000E-01, -8.153323829E-02
   1810,  1.810000000E-01, -8.181416988E-02
   1811,  1.811000000E-01, -8.143959194E-02
   1812,  1.812000000E-01, -8.203267306E-02
   1813,  1.813000000E-01, -8.172052354E-02
   1814,  1.814000000E-01, -8.153323829E-02
   1815,  1.815000000E-01, -8.184538782E-02
   1816,  1.816000000E-01, -8.131473511E-02
   1817,  1.817000000E-01, -8.181416988E-02
   1818,  1.818000000E-01, -8.159566671E-02
   1819,  1.819000000E-01, -8.193902671E-02
   1820,  1.820000000E-01, -8.159566671E-02
   1821,  1.821000000E-01, -8.172052354E-02
   1822,  1.822000000E-01, -8.162687719E-02
   1823,  1.823000000E-01, -8.165809512E-02
   1824,  1.824000000E-01, -8.159566671E-02
   1825,  1.825000000E-01, -8.150202036E-02
   1826,  1.826000000E-01, -8.197024465E-02
   1827,  1.827000000E-01, -8.181416988E-02
   1828,  1.828000000E-01, -8.150202036E-02
   1829,  1.829000000E-01, -8.153323829E-02
   1830,  1.830000000E-01, -8.187659830E-02
   1831,  1.831000000E-01, -8.159566671E-02
   1832,  1.832000000E-01, -8.159566671E-02
   1833,  1.833000000E-01, -8.193902671E-02
   1834,  1.834000000E-01, -8.143959194E-02
   1835,  1.835000000E-01, -8.159566671E-02
   1836,  1.836000000E-01, -8.175174147E-02
   1837,  1.837000000E-01, -8.165809512E-02
   1838,  1.838000000E-01, -8.150202036E-02
   1839,  1.839000000E-01, -8.175174147E-02
   1840,  1.840000000E-01, -8.178295195E-02
   1841,  1.841000000E-01, -8.140837401E-02
   1842,  1.842000000E-01, -8.165809512E-02
   1843,  1.843000000E-01, -8.153323829E-02
   1844,  1.844000000E-01, -8.184538782E-02
   1845,  1.845000000E-01, -8.168931305E-02
   1846,  1.846000000E-01, -8.197024465E-02
   1847,  1.847000000E-01, -8.153323829E-02
   1848,  1.848000000E-01, -8.178295195E-02
   1849,  1.849000000E-01, -8.150202036E-02
   1850,  1.850000000E-01, -8.156444877E-02
   1851,  1.851000000E-01, -8.168931305E-02
   1852,  1.852000000E-01, -8.172052354E-02
   1853,  1.853000000E-01, -8.153323829E-02
   1854,  1.854000000E-01, -8.156444877E-02
   1855,  1.855000000E-01, -8.200145513E-02
   1856,  1.856000000E-01, -8.168931305E-02
   1857,  1.857000000E-01, -8.159566671E-02
   1858,  1.858000000E-01, -8.181416988E-02
   1859,  1.859000000E-01, -8.181416988E-02
   1860,  1.860000000E-01, -8.156444877E-02
   1861,  1.861000000E-01, -8.156444877E-02
   1862,  1.862000000E-01, -8.181416988E-02
   1863,  1.863000000E-01, -8.122108877E-02
   1864,  1.864000000E-01, -8.172052354E-02
   1865,  1.865000000E-01, -8.181416988E-02
   1866,  1.866000000E-01, -8.156444877E-02
   1867,  1.867000000E-01, -8.165809512E-02
   1868,  1.868000000E-01, -8.153323829E-02
   1869,  1.869000000E-01, -8.172052354E-02
   1870,  1.870000000E-01, -8.131473511E-02
   1871,  1.871000000E-01, -8.209510148E-02
   1872,  1.872000000E-01, -8.156444877E-02
   1873,  1.873000000E-01, -8.162687719E-02
   1874,  1.874000000E-01, -8.165809512E-02
   1875,  1.875000000E-01, -8.168931305E-02
   1876,  1.876000000E-01, -8.162687719E-02
   1877,  1.877000000E-01, -8.147080243E-02
   1878,  1.878000000E-01, -8.203267306E-02
   1879,  1.879000000E-01, -8.147080243E-02
   1880,  1.880000000E-01, -8.184538782E-02
   1881,  1.881000000E-01, -8.162687719E-02
   1882,  1.882000000E-01, -8.165809512E-02
   1883,  1.883000000E-01, -8.178295195E-02
   1884,  1.884000000E-01, -8.168931305E-02
   1885,  1.885000000E-01, -8.193902671E-02
   1886,  1.886000000E-01, -8.150202036E-02
   1887,  1.887000000E-01, -8.209510148E-02
   1888,  1.888000000E-01, -8.162687719E-02
   1889,  1.889000000E-01, -8.162687719E-02
   1890,  1.890000000E-01, -8.190781623E-02
   1891,  1.891000000E-01, -8.165809512E-02
   1892,  1.892000000E-01, -8.168931305E-02
   1893,  1.893000000E-01, -8.156444877E-02
   1894,  1.894000000E-01, -8.187659830E-02
   1895,  1.895000000E-01, -8.172052354E-02
   1896,  1.896000000E-01, -8.165809512E-02
   1897,  1.897000000E-01, -8.190781623E-02
   1898,  1.898000000E-01, -8.131473511E-02
   1899,  1.899000000E-01, -8.197024465E-02
   1900,  1.900000000E-01, -8.150202036E-02
   1901,  1.901000000E-01, -8.197024465E-02
   1902,  1.902000000E-01, -8.175174147E-02
   1903,  1.903000000E-01, -8.193902671E-02
   1904,  1.904000000E-01, -8.168931305E-02
   1905,  1.905000000E-01, -8.190781623E-02
   1906,  1.906000000E-01, -8.159566671E-02
   1907,  1.907000000E-01, -8.165809512E-02
   1908,  1.908000000E-01, -8.175174147E-02
   1909,  1.909000000E-01, -8.168931305E-02
   1910,  1.910000000E-01, -8.159566671E-02
   1911,  1.911000000E-01, -8.162687719E-02
   1912,  1.912000000E-01, -8.187659830E-02
   1913,  1.913000000E-01, -8.162687719E-02
   1914,  1.914000000E-01, -8.181416988E-02
   1915,  1.915000000E-01, -8.162687719E-02
   1916,  1.916000000E-01, -8.150202036E-02
   1917,  1.917000000E-01, -8.165809512E-02
   1918,  1.918000000E-01, -8.178295195E-02
   1919,  1.919000000E-01, -8.172052354E-02
   1920,  1.920000000E-01, -8.172052354E-02
   1921,  1.921000000E-01, -8.206389099E-02
   1922,  1.922000000E-01, -8.156444877E-02
   1923,  1.923000000E-01, -8.168931305E-02
   1924,  1.924000000E-01, -8.165809512E-02
   1925,  1.925000000E-01, -8.172052354E-02
   1926,  1.926000000E-01, -8.153323829E-02
   1927,  1.927000000E-01, -8.172052354E-02
   1928,  1.928000000E-01, -8.175174147E-02
   1929,  1.929000000E-01, -8.153323829E-02
   1930,  1.930000000E-01, -8.181416988E-02
   1931,  1.931000000E-01, -8.153323829E-02
   1932,  1.932000000E-01, -8.172052354E-02
   1933,  1.933000000E-01, -8.184538782E-02
   1934,  1.934000000E-01, -8.181416988E-02
   1935,  1.935000000E-01, -8.172052354E-02
   1936,  1.936000000E-01, -8.165809512E-02
   1937,  1.937000000E-01, -8.187659830E-02
   1938,  1.938000000E-01, -8.131473511E-02
   1939,  1.939000000E-01, -8.197024465E-02
   1940,  1.940000000E-01, -8.175174147E-02
   1941,  1.941000000E-01, -8.156444877E-02
   1942,  1.942000000E-01, -8.178295195E-02
   1943,  1.943000000E-01, -8.178295195E-02
   1944,  1.944000000E-01, -8.175174147E-02
   1945,  1.945000000E-01, -8.134594560E-02
   1946,  1.946000000E-01, -8.218874782E-02
   1947,  1.947000000E-01, -8.156444877E-02
   1948,  1.948000000E-01, -8.184538782E-02
   1949,  1.949000000E-01, -8.181416988E-02
   1950,  1.950000000E-01, -8.190781623E-02
   1951,  1.951000000E-01, -8.184538782E-02
   1952,  1.952000000E-01, -8.153323829E-02
   1953,  1.953000000E-01, -8.215752989E-02
   1954,  1.954000000E-01, -8.122108877E-02
   1955,  1.955000000E-01, -8.184538782E-02
   1956,  1.956000000E-01, -8.178295195E-02
   1957,  1.957000000E-01, -8.159566671E-02
   1958,  1.958000000E-01, -8.168931305E-02
   1959,  1.959000000E-01, -8.168931305E-02
   1960,  1.960000000E-01, -8.172052354E-02
   1961,  1.961000000E-01, -8.143959194E-02
   1962,  1.962000000E-01, -8.203267306E-02
   1963,  1.963000000E-01, -8.156444877E-02
   1964,  1.964000000E-01, -8.156444877E-02
   1965,  1.965000000E-01, -8.178295195E-02
   1966,  1.966000000E-01, -8.178295195E-02
   1967,  1.967000000E-01, -8.175174147E-02
   1968,  1.968000000E-01, -8.156444877E-02
   1969,  1.969000000E-01, -8.212631941E-02
   1970,  1.970000000E-01, -8.150202036E-02
   1971,  1.971000000E-01, -8.175174147E-02
   1972,  1.972000000E-01, -8.175174147E-02
   1973,  1.973000000E-01, -8.165809512E-02
   1974,  1.974000000E-01, -8.172052354E-02
   1975,  1.975000000E-01, -8.172052354E-02
   1976,  1.976000000E-01, -8.187659830E-02
   1977,  1.977000000E-01, -8.143959194E-02
   1978,  1.978000000E-01, -8.181416988E-02
   1979,  1.979000000E-01, -8.168931305E-02
   1980,  1.980000000E-01, -8.175174147E-02
   1981,  1.981000000E-01, -8.200145513E-02
   1982,  1.982000000E-01, -8.168931305E-02
   1983,  1.983000000E-01, -8.165809512E-02
   1984,  1.984000000E-01, -8.168931305E-02
   1985,  1.985000000E-01, -8.168931305E-02
   1986,  1.986000000E-01, -8.150202036E-02
   1987,  1.987000000E-01, -8.190781623E-02
   1988,  1.988000000E-01, -8.162687719E-02
   1989,  1.989000000E-01, -8.165809512E-02
   1990,  1.990000000E-01, -8.175174147E-02
   1991,  1.991000000E-01, -8.165809512E-02
   1992,  1.992000000E-01, -8.172052354E-02
   1993,  1.993000000E-01, -8.178295195E-02
   1994,  1.994000000E-01, -8.178295195E-02
   1995,  1.995000000E-01, -8.156444877E-02
   1996,  1.996000000E-01, -8.190781623E-02
   1997,  1.997000000E-01, -8.159566671E-02
   1998,  1.998000000E-01, -8.175174147E-02
   1999,  1.999000000E-01, -8.181416988E-02
   2000,  2.000000000E-01, -8.153323829E-02
   2001,  2.001000000E-01, -7.866146415E-02
   2002,  2.002000000E-01, -7.722558081E-02
   2003,  2.003000000E-01, -7.622671127E-02
   2004,  2.004000000E-01, -7.532148063E-02
   2005,  2.005000000E-01, -7.538390905E-02
   2006,  2.006000000E-01, -7.494689524E-02
   2007,  2.007000000E-01, -7.463475317E-02
   2008,  2.008000000E-01, -7.447867841E-02
   2009,  2.009000000E-01, -7.454110682E-02
   2010,  2.010000000E-01, -7.407288253E-02
   2011,  2.011000000E-01, -7.366708666E-02
   2012,  2.012000000E-01, -7.397923619E-02
   2013,  2.013000000E-01, -7.335493714E-02
   2014,  2.014000000E-01, -7.366708666E-02
   2015,  2.015000000E-01, -7.298035920E-02
   2016,  2.016000000E-01, -7.316765189E-02
   2017,  2.017000000E-01, -7.288672030E-02
   2018,  2.018000000E-01, -7.291793078E-02
   2019,  2.019000000E-01, -7.251214236E-02
   2020,  2.020000000E-01, -7.226242125E-02
   2021,  2.021000000E-01, -7.269942760E-02
   2022,  2.022000000E-01, -7.207512856E-02
   2023,  2.023000000E-01, -7.219999284E-02
   2024,  2.024000000E-01, -7.198148966E-02
   2025,  2.025000000E-01, -7.170055062E-02
   2026,  2.026000000E-01, -7.176297903E-02
   2027,  2.027000000E-01, -7.160690427E-02
   2028,  2.028000000E-01, -7.185662538E-02
   2029,  2.029000000E-01, -7.095139474E-02
   2030,  2.030000000E-01, -7.129476219E-02
   2031,  2.031000000E-01, -7.113868743E-02
   2032,  2.032000000E-01, -7.079531997E-02
   2033,  2.033000000E-01, -7.082653791E-02
   2034,  2.034000000E-01, -7.076410949E-02
   2035,  2.035000000E-01, -7.088896632E-02
   2036,  2.036000000E-01, -7.020223886E-02
   2037,  2.037000000E-01, -7.079531997E-02
   2038,  2.038000000E-01, -7.023345679E-02
   2039,  2.039000000E-01, -6.995251775E-02
   2040,  2.040000000E-01, -6.995251775E-02
   2041,  2.041000000E-01, -7.004616410E-02
   2042,  2.042000000E-01, -6.995251775E-02
   2043,  2.043000000E-01, -6.973401457E-02
   2044,  2.044000000E-01, -7.007738203E-02
   2045,  2.045000000E-01, -6.939065456E-02
   2046,  2.046000000E-01, -6.945308298E-02
   2047,  2.047000000E-01, -6.951551139E-02
   2048,  2.048000000E-01, -6.926579028E-02
   2049,  2.049000000E-01, -6.914093345E-02
   2050,  2.050000000E-01, -6.920336187E-02
   2051,  2.051000000E-01, -6.914093345E-02
   2052,  2.052000000E-01, -6.882878393E-02
   2053,  2.053000000E-01, -6.892243028E-02
   2054,  2.054000000E-01, -6.870392710E-02
   2055,  2.055000000E-01, -6.842298806E-02
   2056,  2.056000000E-01, -6.857906282E-02
   2057,  2.057000000E-01, -6.848542392E-02
   2058,  2.058000000E-01, -6.832934916E-02
   2059,  2.059000000E-01, -6.826691329E-02
   2060,  2.060000000E-01, -6.807962805E-02
   2061,  2.061000000E-01, -6.782990694E-02
   2062,  2.062000000E-01, -6.801719964E-02
   2063,  2.063000000E-01, -6.786112487E-02
   2064,  2.064000000E-01, -6.764262170E-02
   2065,  2.065000000E-01, -6.764262170E-02
   2066,  2.066000000E-01, -6.779869646E-02
   2067,  2.067000000E-01, -6.711196899E-02
   2068,  2.068000000E-01, -6.739290059E-02
   2069,  2.069000000E-01, -6.729925424E-02
   2070,  2.070000000E-01, -6.689346582E-02
   2071,  2.071000000E-01, -6.708075106E-02
   2072,  2.072000000E-01, -6.698710471E-02
   2073,  2.073000000E-01, -6.676860154E-02
   2074,  2.074000000E-01, -6.648766994E-02
   2075,  2.075000000E-01, -6.661252677E-02
   2076,  2.076000000E-01, -6.658131629E-02
   2077,  2.077000000E-01, -6.648766994E-02
   2078,  2.078000000E-01, -6.658131629E-02
   2079,  2.079000000E-01, -6.605066359E-02
   2080,  2.080000000E-01, -6.633159518E-02
   2081,  2.081000000E-01, -6.611309201E-02
   2082,  2.082000000E-01, -6.601944566E-02
   2083,  2.083000000E-01, -6.592579931E-02
   2084,  2.084000000E-01, -6.605066359E-02
   2085,  2.085000000E-01, -6.570729613E-02
   2086,  2.086000000E-01, -6.539514661E-02
   2087,  2.087000000E-01, -6.589458883E-02
   2088,  2.088000000E-01, -6.520786136E-02
   2089,  2.089000000E-01, -6.545757502E-02
   2090,  2.090000000E-01, -6.514543295E-02
   2091,  2.091000000E-01, -6.520786136E-02
   2092,  2.092000000E-01, -6.489571184E-02
   2093,  2.093000000E-01, -6.473963708E-02
   2094,  2.094000000E-01, -6.489571184E-02
   2095,  2.095000000E-01, -6.442748755E-02
   2096,  2.096000000E-01, -6.502056867E-02
   2097,  2.097000000E-01, -6.424020231E-02
   2098,  2.098000000E-01, -6.461478025E-02
   2099,  2.099000000E-01, -6.439626962E-02
   2100,  2.100000000E-01, -6.427141279E-02
   2101,  2.101000000E-01, -6.424020231E-02
   2102,  2.102000000E-01, -6.405290961E-02
   2103,  2.103000000E-01, -6.420898438E-02
   2104,  2.104000000E-01, -6.345982850E-02
   2105,  2.105000000E-01, -6.417776644E-02
   2106,  2.106000000E-01, -6.380318850E-02
   2107,  2.107000000E-01, -6.333496422E-02
   2108,  2.108000000E-01, -6.358468533E-02
   2109,  2.109000000E-01, -6.367833167E-02
   2110,  2.110000000E-01, -6.352225691E-02
   2111,  2.111000000E-01, -6.296038628E-02
   2112,  2.112000000E-01, -6.370954961E-02
   2113,  2.113000000E-01, -6.296038628E-02
   2114,  2.114000000E-01, -6.283552945E-02
   2115,  2.115000000E-01, -6.302282214E-02
   2116,  2.116000000E-01, -6.299160421E-02
   2117,  2.117000000E-01, -6.283552945E-02
   2118,  2.118000000E-01, -6.258580834E-02
   2119,  2.119000000E-01, -6.277310103E-02
   2120,  2.120000000E-01, -6.239852309E-02
   2121,  2.121000000E-01, -6.230487674E-02
   2122,  2.122000000E-01, -6.239852309E-02
   2123,  2.123000000E-01, -6.239852309E-02
   2124,  2.124000000E-01, -6.199272722E-02
   2125,  2.125000000E-01, -6.218001619E-02
   2126,  2.126000000E-01, -6.202394143E-02
   2127,  2.127000000E-01, -6.183665246E-02
   2128,  2.128000000E-01, -6.202394143E-02
   2129,  2.129000000E-01, -6.177422404E-02
   2130,  2.130000000E-01, -6.168058142E-02
   2131,  2.131000000E-01, -6.155572087E-02
   2132,  2.132000000E-01, -6.164936349E-02
   2133,  2.133000000E-01, -6.149328873E-02
   2134,  2.134000000E-01, -6.146207452E-02
   2135,  2.135000000E-01, -6.136843190E-02
   2136,  2.136000000E-01, -6.114992499E-02
   2137,  2.137000000E-01, -6.114992499E-02
   2138,  2.138000000E-01, -6.105628237E-02
   2139,  2.139000000E-01, -6.121235713E-02
   2140,  2.140000000E-01, -6.068170443E-02
   2141,  2.141000000E-01, -6.074413285E-02
   2142,  2.142000000E-01, -6.058805808E-02
   2143,  2.143000000E-01, -6.049441546E-02
   2144,  2.144000000E-01, -6.061927229E-02
   2145,  2.145000000E-01, -6.027591228E-02
   2146,  2.146000000E-01, -6.043198332E-02
   2147,  2.147000000E-01, -6.008861959E-02
   2148,  2.148000000E-01, -6.055684388E-02
   2149,  2.149000000E-01, -5.974525958E-02
   2150,  2.150000000E-01, -6.021348014E-02
   2151,  2.151000000E-01, -5.980768800E-02
   2152,  2.152000000E-01, -5.974525958E-02
   2153,  2.153000000E-01, -6.005740538E-02
   2154,  2.154000000E-01, -5.952675268E-02
   2155,  2.155000000E-01, -5.949553847E-02
   2156,  2.156000000E-01, -5.943311006E-02
   2157,  2.157000000E-01, -5.955796689E-02
   2158,  2.158000000E-01, -5.921460316E-02
   2159,  2.159000000E-01, -5.946432427E-02
   2160,  2.160000000E-01, -5.921460316E-02
   2161,  2.161000000E-01, -5.877759680E-02
   2162,  2.162000000E-01, -5.949553847E-02
   2163,  2.163000000E-01, -5.862152204E-02
   2164,  2.164000000E-01, -5.893367156E-02
   2165,  2.165000000E-01, -5.868395045E-02
   2166,  2.166000000E-01, -5.899609998E-02
   2167,  2.167000000E-01, -5.840301886E-02
   2168,  2.168000000E-01, -5.846544728E-02
   2169,  2.169000000E-01, -5.868395045E-02
   2170,  2.170000000E-01, -5.790358037E-02
   2171,  2.171000000E-01, -5.843423307E-02
   2172,  2.172000000E-01, -5.802844092E-02
   2173,  2.173000000E-01, -5.802844092E-02
   2174,  2.174000000E-01, -5.784115195E-02
   2175,  2.175000000E-01, -5.784115195E-02
   2176,  2.176000000E-01, -5.774750561E-02
   2177,  2.177000000E-01, -5.743535608E-02
   2178,  2.178000000E-01, -5.793479457E-02
   2179,  2.179000000E-01, -5.743535608E-02
   2180,  2.180000000E-01, -5.759143084E-02
   2181,  2.181000000E-01, -5.734171346E-02
   2182,  2.182000000E-01, -5.734171346E-02
   2183,  2.183000000E-01, -5.712321028E-02
   2184,  2.184000000E-01, -5.727928132E-02
   2185,  2.185000000E-01, -5.715442449E-02
   2186,  2.186000000E-01, -5.677984655E-02
   2187,  2.187000000E-01, -5.734171346E-02
   2188,  2.188000000E-01, -5.662377179E-02
   2189,  2.189000000E-01, -5.649891123E-02
   2190,  2.190000000E-01, -5.662377179E-02
   2191,  2.191000000E-01, -5.674862862E-02
   2192,  2.192000000E-01, -5.618676171E-02
   2193,  2.193000000E-01, -5.631162226E-02
   2194,  2.194000000E-01, -5.656133965E-02
   2195,  2.195000000E-01, -5.574975535E-02
   2196,  2.196000000E-01, -5.612433329E-02
   2197,  2.197000000E-01, -5.621797591E-02
   2198,  2.198000000E-01, -5.606190488E-02
   2199,  2.199000000E-01, -5.559368059E-02
